,irrigation_scheduling_method,location,latitude,longitude,altitude,soil_type,farm_size,experiment_date,plant_type,number_of_plants,fruit_quality,plant_yield,plant_height,water_productivity,doi_url,processed_at,relevance_score,valid
1017,soil available nitrogen ≤60 mg·kg−1,"Xinjiang, China",,,,,,,cotton,,,−14%,,3.11%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
1018,soil available nitrogen 60~120 mg·kg−1,"Xinjiang, China",,,,,,,cotton,,,−17.37%,,0.69%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
1019,100% ETc (W1.0),"Korla, Xinjiang, China",40°53'N,86°56'E,900 m,sandy loam,,2018-04-12,Gossypium hirstum L.,"225,000 plants ha−1",,6218.07 kg ha−1,,2.60 kg m−3,https://doi.org/10.3390/agronomy15071674,2025-09-13 00:18:02,9.0,True
1020,120% ETc (W1.2),"Korla, Xinjiang, China",40°53'N,86°56'E,900 m,sandy loam,,2018-04-12,Gossypium hirstum L.,"225,000 plants ha−1",,5660.59 kg ha−1,,1.58 kg m−3,https://doi.org/10.3390/agronomy15071674,2025-09-13 00:18:02,9.0,True
1021,80% ETc (W0.8),"Korla, Xinjiang, China",40°53'N,86°56'E,900 m,silt loam,,2018-04-12,Gossypium hirstum L.,"225,000 plants ha−1",,,,,https://doi.org/10.3390/agronomy15071674,2025-09-13 00:18:02,9.0,True
1022,60% ETc (W0.6),"Korla, Xinjiang, China",40°53'N,86°56'E,900 m,sandy loam,,2018-04-12,Gossypium hirstum L.,"225,000 plants ha−1",,,,2.53 kg m−3,https://doi.org/10.3390/agronomy15071674,2025-09-13 00:18:02,9.0,True
1023,Deficit Irrigation,,,,,sandy clay,,,vegetables,,,82.1% yield decline,,,https://doi.org/10.1038/s41598-021-01433-w,2025-09-13 00:19:30,8.0,True
1024,Deficit Irrigation,,,,,loam,,,vegetables,,,26.9% yield decline,,,https://doi.org/10.1038/s41598-021-01433-w,2025-09-13 00:19:30,8.0,True
1025,Deficit Irrigation,,,,,silt loam,,,vegetables,,,38.2% yield decline,,,https://doi.org/10.1038/s41598-021-01433-w,2025-09-13 00:19:30,8.0,True
1026,Deficit Irrigation,,,,,clay loam,,,vegetables,,,44.1% yield decline,,,https://doi.org/10.1038/s41598-021-01433-w,2025-09-13 00:19:30,8.0,True
1027,Deficit Irrigation,,,,,,,,potato,,,,,23.2% gain in WP,https://doi.org/10.1038/s41598-021-01433-w,2025-09-13 00:19:30,8.0,True
1028,Deficit Irrigation,,,,,,,,tomato,,,,,33.3% gain in WP,https://doi.org/10.1038/s41598-021-01433-w,2025-09-13 00:19:30,8.0,True
1029,Deficit Irrigation,,,,,,,,pepper,,,,,44.2% gain in WP,https://doi.org/10.1038/s41598-021-01433-w,2025-09-13 00:19:30,8.0,True
1030,Deficit Irrigation,,,,,,,,eggplant,,,,,49.3% gain in WP,https://doi.org/10.1038/s41598-021-01433-w,2025-09-13 00:19:30,8.0,True
1031,Deficit Irrigation,,,,,,,,onion,,,,,1.08 gain in WP,https://doi.org/10.1038/s41598-021-01433-w,2025-09-13 00:19:30,8.0,True
1032,Deficit Irrigation,,,,,,,,cucumber,,,,,15.8% gain in WP,https://doi.org/10.1038/s41598-021-01433-w,2025-09-13 00:19:30,8.0,True
1033,Deficit Irrigation,,,,,,,,muskmelon,,,,,,https://doi.org/10.1038/s41598-021-01433-w,2025-09-13 00:19:30,8.0,True
1034,Deficit Irrigation,,,,,,,,watermelon,,,,,47.3% gain in WP,https://doi.org/10.1038/s41598-021-01433-w,2025-09-13 00:19:30,8.0,True
1035,Drip irrigation,"Muzaffargarh, Punjab, Pakistan",29.9382,70.1155,,,1 acre,January to May 2024,Maize,,,6728.3 kg/ha,254.6 cm,15.62 kg/ha-mm,https://doi.org/10.1016/j.agwat.2022.107829,2025-11-24 23:32:48,9.0,True
1036,Sprinkler irrigation,"Muzaffargarh, Punjab, Pakistan",29.9382,70.1155,,,1 acre,January to May 2024,Maize,,,6296.6 kg/ha,244.2 cm,12.12 kg/ha-mm,https://doi.org/10.1016/j.agwat.2022.107829,2025-11-24 23:32:48,9.0,True
1037,Furrow irrigation,"Muzaffargarh, Punjab, Pakistan",29.9382,70.1155,,,1 acre,January to May 2024,Maize,,,5563.2 kg/ha,243 cm,6.12 kg/ha-mm,https://doi.org/10.1016/j.agwat.2022.107829,2025-11-24 23:32:48,9.0,True
1038,Flood irrigation,"Muzaffargarh, Punjab, Pakistan",29.9382,70.1155,,,1 acre,January to May 2024,Maize,,,6135.2 kg/ha,248.1 cm,5.13 kg/ha-mm,https://doi.org/10.1016/j.agwat.2022.107829,2025-11-24 23:32:48,9.0,True
1069,Sensor-based irrigation,"Dookie campus, The University of Melbourne, Australia",-36.5,145.5,,,,,Kale (Brassica oleracea var. acephala),,,1.9 kg/m² at 35% EVC,,80.98 g/L at 17.5% EVC,https://doi.org/10.1016/j.agwat.2019.06.005,2025-11-24 23:38:30,8.0,True
1070,Gravimetric irrigation,"Dookie campus, The University of Melbourne, Australia",-36.5,145.5,,,,,Kale (Brassica oleracea var. acephala),,,1.8 kg/m² at 35% EVC,,57.98 g/L at 35% EVC,https://doi.org/10.1016/j.agwat.2019.06.005,2025-11-24 23:38:30,8.0,True
1071,Sensor-based irrigation,"Dookie campus, The University of Melbourne, Australia",-36.5,145.5,,,,,Kale (Brassica oleracea var. acephala),,,0.8 kg/m² at 7.5% EVC,,62.34 g/L at 7.5% EVC,https://doi.org/10.1016/j.agwat.2019.06.005,2025-11-24 23:38:30,8.0,True
1072,Gravimetric irrigation,"Dookie campus, The University of Melbourne, Australia",-36.5,145.5,,,,,Kale (Brassica oleracea var. acephala),,,0.7 kg/m² at 7.5% EVC,,51.83 g/L at 7.5% EVC,https://doi.org/10.1016/j.agwat.2019.06.005,2025-11-24 23:38:30,8.0,True
1073,Sensor-based irrigation,"Dookie campus, The University of Melbourne, Australia",-36.5,145.5,,,,,Kale (Brassica oleracea var. acephala),,,1.89 kg/m² at 17.5% EVC,,80.98 g/L at 17.5% EVC,https://doi.org/10.1016/j.agwat.2019.06.005,2025-11-24 23:38:30,8.0,True
1074,Gravimetric irrigation,"Dookie campus, The University of Melbourne, Australia",-36.5,145.5,,,,,Kale (Brassica oleracea var. acephala),,,1.8 kg/m² at 35% EVC,,57.98 g/L at 35% EVC,https://doi.org/10.1016/j.agwat.2019.06.005,2025-11-24 23:38:30,8.0,True
1075,50% field capacity,"Montcalm Research Center, Michigan, USA",43°21′14.76″N,85°10′44.76″W,290 m,sandy loam,,2023,Potato,,,38.547 ton ha−1,,,https://doi.org/10.1016/j.agwat.2012.04.001,2025-11-24 23:40:32,9.0,True
1076,70% field capacity,"Montcalm Research Center, Michigan, USA",43°21′14.76″N,85°10′44.76″W,290 m,sandy loam,,2023,Potato,,,45.495 ton ha−1,,,https://doi.org/10.1016/j.agwat.2012.04.001,2025-11-24 23:40:32,9.0,True
1077,50% field capacity,"Mecosta, Michigan, USA",,,,loamy sand,,2023,Potato,,,,,,https://doi.org/10.1016/j.agwat.2012.04.001,2025-11-24 23:40:32,9.0,True
1078,70% field capacity,"Mecosta, Michigan, USA",,,,loamy sand,,2023,Potato,,,,,,https://doi.org/10.1016/j.agwat.2012.04.001,2025-11-24 23:40:32,9.0,True
1079,,"Montcalm Research Center, Michigan, USA",43°21′14.76″N,85°10′44.76″W,290 m,sandy loam,,2014-2024,Potato,,,,,,https://doi.org/10.1016/j.agwat.2012.04.001,2025-11-24 23:40:32,9.0,True
1080,,"Mecosta, Michigan, USA",,,,loamy sand,,2014-2024,Potato,,,,,,https://doi.org/10.1016/j.agwat.2012.04.001,2025-11-24 23:40:32,9.0,True
1081,,,,,,,,2025-04-23,tomato,,,,,,https://doi.org/10.1016/j.agwat.2019.105787,2025-11-24 23:44:19,8.0,True
1082,Pressure Irrigation Systems,,,,,,,2013,Corn,,,,,,https://doi.org/10.1016/j.agwat.2012.06.012,2025-11-24 23:45:43,8.0,True
1083,Pressure Irrigation Systems,,,,,,,2013,Soybeans,,,,,,https://doi.org/10.1016/j.agwat.2012.06.012,2025-11-24 23:45:43,8.0,True
1084,Scientiﬁc Irrigation Scheduling Practices,,,,,,,2013,Corn,,,,,,https://doi.org/10.1016/j.agwat.2012.06.012,2025-11-24 23:45:43,8.0,True
1085,Scientiﬁc Irrigation Scheduling Practices,,,,,,,2013,Soybeans,,,,,,https://doi.org/10.1016/j.agwat.2012.06.012,2025-11-24 23:45:43,8.0,True
1090,Traditional irrigation (4500 m3ha−1) and nitrogen (300 kg ha−1),"Shihezi University, Xinjiang Uyghur Autonomous Region, China",,,,light loam,30 m2,2021-04-06,Triticum aestivum L. Xinchun 39,,,8015 kg ha−1,,13.5 kg mm−1 (2021) / 13.9 kg mm−1 (2022),https://doi.org/10.1016/j.agwat.2020.106002,2025-11-24 23:54:19,9.0,True
1091,Water stress-based irrigation (K=1),"Greeley, Colorado, USA",40.45°N,104.64°W,,,,2008-2010,Corn (Zea mays L.),81000 seeds per hectare,,10325 kg ha−1,,30.5% water savings in 2008,https://doi.org/10.1016/j.agwat.2005.02.016,2025-11-25 00:01:15,9.0,True
1092,Water stress-based irrigation (K=1),"Greeley, Colorado, USA",40.45°N,104.64°W,,,,2008-2010,Corn (Zea mays L.),81000 seeds per hectare,,10355 kg ha−1,,17.3% water savings in 2009,https://doi.org/10.1016/j.agwat.2005.02.016,2025-11-25 00:01:15,9.0,True
1093,Water stress-based irrigation (K=1),"Greeley, Colorado, USA",40.45°N,104.64°W,,,,2008-2010,Corn (Zea mays L.),81000 seeds per hectare,,8713 kg ha−1,,7.1% water savings in 2010,https://doi.org/10.1016/j.agwat.2005.02.016,2025-11-25 00:01:15,9.0,True
1094,Water stress-based irrigation (K=0.6),"Greeley, Colorado, USA",40.45°N,104.64°W,,,,2008-2010,Corn (Zea mays L.),81000 seeds per hectare,,10324 kg ha−1,,35% water savings in 2008,https://doi.org/10.1016/j.agwat.2005.02.016,2025-11-25 00:01:15,9.0,True
1095,Water stress-based irrigation (K=0.6),"Greeley, Colorado, USA",40.45°N,104.64°W,,,,2008-2010,Corn (Zea mays L.),81000 seeds per hectare,,10353 kg ha−1,,28.1% water savings in 2009,https://doi.org/10.1016/j.agwat.2005.02.016,2025-11-25 00:01:15,9.0,True
1096,Water stress-based irrigation (K=0.6),"Greeley, Colorado, USA",40.45°N,104.64°W,,,,2008-2010,Corn (Zea mays L.),81000 seeds per hectare,,8636 kg ha−1,,24.6% water savings in 2010,https://doi.org/10.1016/j.agwat.2005.02.016,2025-11-25 00:01:15,9.0,True
1097,Water stress-based irrigation (K=0.3),"Noxubee County, Mississippi, USA",,,,Vaiden,,2014,Soybean (Glycine max (L.) Merr.),296525 seeds per hectare,,6594 kg ha−1,,,https://doi.org/10.1016/j.agwat.2005.02.016,2025-11-25 00:01:15,9.0,True
1098,Water stress-based irrigation (K=0.4),"Noxubee County, Mississippi, USA",,,,Vaiden,,2014,Soybean (Glycine max (L.) Merr.),296525 seeds per hectare,,6594 kg ha−1,,,https://doi.org/10.1016/j.agwat.2005.02.016,2025-11-25 00:01:15,9.0,True
1099,Water stress-based irrigation (K=0.5),"Noxubee County, Mississippi, USA",,,,Vaiden,,2014,Soybean (Glycine max (L.) Merr.),296525 seeds per hectare,,6607 kg ha−1,,,https://doi.org/10.1016/j.agwat.2005.02.016,2025-11-25 00:01:15,9.0,True
1100,Water stress-based irrigation (K=0.6),"Noxubee County, Mississippi, USA",,,,Vaiden,,2014,Soybean (Glycine max (L.) Merr.),296525 seeds per hectare,,6591 kg ha−1,,,https://doi.org/10.1016/j.agwat.2005.02.016,2025-11-25 00:01:15,9.0,True
1101,Water stress-based irrigation (K=0.7),"Noxubee County, Mississippi, USA",,,,Vaiden,,2014,Soybean (Glycine max (L.) Merr.),296525 seeds per hectare,,6587 kg ha−1,,,https://doi.org/10.1016/j.agwat.2005.02.016,2025-11-25 00:01:15,9.0,True
1102,Water stress-based irrigation (K=0.8),"Noxubee County, Mississippi, USA",,,,Vaiden,,2014,Soybean (Glycine max (L.) Merr.),296525 seeds per hectare,,6594 kg ha−1,,,https://doi.org/10.1016/j.agwat.2005.02.016,2025-11-25 00:01:15,9.0,True
1103,Water stress-based irrigation (K=0.9),"Noxubee County, Mississippi, USA",,,,Vaiden,,2014,Soybean (Glycine max (L.) Merr.),296525 seeds per hectare,,6591 kg ha−1,,,https://doi.org/10.1016/j.agwat.2005.02.016,2025-11-25 00:01:15,9.0,True
1104,Water stress-based irrigation (K=1),"Noxubee County, Mississippi, USA",,,,Vaiden,,2014,Soybean (Glycine max (L.) Merr.),296525 seeds per hectare,,6595 kg ha−1,,,https://doi.org/10.1016/j.agwat.2005.02.016,2025-11-25 00:01:15,9.0,True
1105,Subsurface irrigation (50% of ET C),"Yinchuan, Ningxia, China",38°40′N,106°18′E,1100 m,sandy soil,12.5 m2,2022,Medicago sativa L.,,,"1.85 t/ha (N0), 2.46 t/ha (N1), 2.69 t/ha (N2), 2.81 t/ha (N3), 2.20 t/ha (N4)","41.60 cm (N0), 48.12 cm (N1), 48.5 cm (N2), 49.2 cm (N3), 41.10 cm (N4)","CWP: 21.35 kg/m3 (W2N2), 26.69 kg/m3 (W1N3), 11.02 kg/m3 (W3N4)",https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0,True
1106,Subsurface irrigation (75% of ET C),"Yinchuan, Ningxia, China",38°40′N,106°18′E,1100 m,sandy soil,12.5 m2,2022,Medicago sativa L.,,,"2.14 t/ha (N0), 3.60 t/ha (N1), 4.29 t/ha (N2), 3.41 t/ha (N3), 2.82 t/ha (N4)","48.25 cm (N0), 51.36 cm (N1), 53.33 cm (N2), 54.50 cm (N3), 51.70 cm (N4)","CWP: 21.35 kg/m3 (W2N2), 26.04 kg/m3 (W2N2), 11.02 kg/m3 (W3N4)",https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0,True
1107,Subsurface irrigation (100% of ET C),"Yinchuan, Ningxia, China",38°40′N,106°18′E,1100 m,sandy soil,12.5 m2,2022,Medicago sativa L.,,,"3.18 t/ha (N0), 3.75 t/ha (N1), 3.92 t/ha (N2), 3.50 t/ha (N3), 1.97 t/ha (N4)","45.33 cm (N0), 47.50 cm (N1), 45.00 cm (N2), 45.67 cm (N3), 40.63 cm (N4)","CWP: 21.35 kg/m3 (W2N2), 26.69 kg/m3 (W1N3), 11.02 kg/m3 (W3N4)",https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0,True
1117,high-frequency deficit irrigation to 50% pot capacity,"University of Reading, UK",51.436944,-0.941944,,,,31st March 2022,Solanum tuberosum (Maris Piper),18,,,,,https://doi.org/10.1007/s40502-015-0202-3,2025-11-25 00:13:17,8.0,True
1118,high-frequency deficit irrigation to 50% pot capacity,"University of Reading, UK",51.436944,-0.941944,,,,12th September 2022,Solanum tuberosum (Désirée),18,,,,,https://doi.org/10.1007/s40502-015-0202-3,2025-11-25 00:13:17,8.0,True
1119,,"University of Reading, UK",51.436944,-0.941944,,,,12th May 2022,Solanum tuberosum (Pentland Javelin),40,,,,,https://doi.org/10.1007/s40502-015-0202-3,2025-11-25 00:13:17,8.0,True
1120,,"University of Reading, UK",51.436944,-0.941944,,,,8th August 2022,Solanum tuberosum (Pentland Javelin),,,,,,https://doi.org/10.1007/s40502-015-0202-3,2025-11-25 00:13:17,8.0,True
1121,,"University of Reading, UK",51.436944,-0.941944,,,,17th December 2022,Solanum tuberosum (Désirée),,,,,,https://doi.org/10.1007/s40502-015-0202-3,2025-11-25 00:13:17,8.0,True
1122,,"University of Reading, UK",51.436944,-0.941944,,,,4th July 2022,Solanum tuberosum (Maris Piper),,,,,,https://doi.org/10.1007/s40502-015-0202-3,2025-11-25 00:13:17,8.0,True
1123,Sprinkler irrigation for 0.5 hours every three days,"Sidera Village, Sigi-Biromaru Regency, Central Sulawesi Province, Indonesia",,,120 m ASL,,,June - November 2015,Shallot (Lembah Palu variety),119 plants per plot,,8.76 t.ha-1,,,https://doi.org/10.22069/ijpp.2017.3428,2025-11-25 00:16:05,8.0,True
1124,Sprinkler irrigation for 1.0 hours every three days,"Sidera Village, Sigi-Biromaru Regency, Central Sulawesi Province, Indonesia",,,120 m ASL,,,June - November 2015,Shallot (Lembah Palu variety),119 plants per plot,,8.66 t.ha-1,,,https://doi.org/10.22069/ijpp.2017.3428,2025-11-25 00:16:05,8.0,True
1125,Sprinkler irrigation for 1.5 hours every three days,"Sidera Village, Sigi-Biromaru Regency, Central Sulawesi Province, Indonesia",,,120 m ASL,,,June - November 2015,Shallot (Lembah Palu variety),119 plants per plot,,6.41 t.ha-1,,,https://doi.org/10.22069/ijpp.2017.3428,2025-11-25 00:16:05,8.0,True
1126,,"Sidera Village, Sigi-Biromaru Regency, Central Sulawesi Province, Indonesia",,,120 m ASL,,,June - November 2015,Shallot (Lembah Palu variety),119 plants per plot,,,,,https://doi.org/10.22069/ijpp.2017.3428,2025-11-25 00:16:05,8.0,True
1127,,"Sidera Village, Sigi-Biromaru Regency, Central Sulawesi Province, Indonesia",,,120 m ASL,,,June - November 2015,Shallot (Lembah Palu variety),119 plants per plot,,,,,https://doi.org/10.22069/ijpp.2017.3428,2025-11-25 00:16:05,8.0,True
1128,Subsurface Drip Irrigation,"Gyeongsang National University, Gajwa, Jinju, Gyeongsangnam-do, Korea",19°41′41.4′′N,117°59′37.6′′E,,sandy loam,800 m²,2021-03-11,Solanum Tuberosum L.,,,K 50 treatment increased yield by 61% compared to control and 19% compared to irrigation treatment,,243 tons ha-1 irrigation amount,https://doi.org/10.1007/978-3-030-39157-7_13,2025-11-25 00:18:15,8.0,True
1129,Subsurface Drip Irrigation,"Gyeongsang National University, Gajwa, Jinju, Gyeongsangnam-do, Korea",19°41′41.4′′N,117°59′37.6′′E,,sandy loam,800 m²,2022-03-02,Solanum Tuberosum L.,,,K 50 treatment increased yield by 76% compared to control and 13% compared to irrigation treatment,,243 tons ha-1 irrigation amount,https://doi.org/10.1007/978-3-030-39157-7_13,2025-11-25 00:18:15,8.0,True
1130,,"Gyeongsang National University, Gajwa, Jinju, Gyeongsangnam-do, Korea",19°41′41.4′′N,117°59′37.6′′E,,sandy loam,800 m²,2021-03-11,Solanum Tuberosum L.,,,,,,https://doi.org/10.1007/978-3-030-39157-7_13,2025-11-25 00:18:15,8.0,True
1131,,"Gyeongsang National University, Gajwa, Jinju, Gyeongsangnam-do, Korea",19°41′41.4′′N,117°59′37.6′′E,,sandy loam,800 m²,2022-03-02,Solanum Tuberosum L.,,,,,,https://doi.org/10.1007/978-3-030-39157-7_13,2025-11-25 00:18:15,8.0,True
1138,Deficit Irrigation (DI) 75% ETC,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,,,4.87 kg m-3,https://doi.org/10.1016/j.eja.2010.04.003,2025-11-25 00:21:09,8.0,True
1139,Partial Root-Zone Drying (PRD) 50,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,,,4.92 kg m-3,https://doi.org/10.1016/j.eja.2010.04.003,2025-11-25 00:21:09,8.0,True
1140,Full Irrigation (FI) 100% ETC,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,20.35 t ha-2,,4.15 kg m-3,https://doi.org/10.1016/j.eja.2010.04.003,2025-11-25 00:21:09,8.0,True
1141,Deficit Irrigation (DI) 75% ETC,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,20.73 t ha-2,,4.45 kg m-3,https://doi.org/10.1016/j.eja.2010.04.003,2025-11-25 00:21:09,8.0,True
1142,Partial Root-Zone Drying (PRD) 50,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,13.01 t ha-2,,4.92 kg m-3,https://doi.org/10.1016/j.eja.2010.04.003,2025-11-25 00:21:09,8.0,True
1143,Full Irrigation (FI) 100% ETC,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,20.73 t ha-2,,4.15 kg m-3,https://doi.org/10.1016/j.eja.2010.04.003,2025-11-25 00:21:09,8.0,True
1144,Deficit Irrigation (DI) 75% ETC,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,16.84 t ha-2,,4.45 kg m-3,https://doi.org/10.1016/j.eja.2010.04.003,2025-11-25 00:21:09,8.0,True
1145,Partial Root-Zone Drying (PRD) 50,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,14.64 t ha-2,,4.47 kg m-3,https://doi.org/10.1016/j.eja.2010.04.003,2025-11-25 00:21:09,8.0,True
1146,Full Irrigation (FI) 100% ETC,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,22.04 t ha-2,,3.95 kg m-3,https://doi.org/10.1016/j.eja.2010.04.003,2025-11-25 00:21:09,8.0,True
1147,Deficit Irrigation (DI) 75% ETC,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,17.67 t ha-2,,4.71 kg m-3,https://doi.org/10.1016/j.eja.2010.04.003,2025-11-25 00:21:09,8.0,True
1148,Partial Root-Zone Drying (PRD) 50,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,14.21 t ha-2,,4.25 kg m-3,https://doi.org/10.1016/j.eja.2010.04.003,2025-11-25 00:21:09,8.0,True
1159,Micro sprinkler irrigation,"Malheur Experiment Station, Ontario, Oregon, USA","43˚58'55""N","117˚01'27""W",683 m,silt loam,,2001-2004,Hybrid poplar (Populus deltoides x P. nigra),,,,,,http://dx.doi.org/10.1007/BF02851697,2025-11-25 00:24:25,8.0,True
1160,Drip irrigation,"Malheur Experiment Station, Ontario, Oregon, USA","43˚58'44""N","117˚01'03""W",676 m,Owyhee silt loam,,2002-2002,Potato (Solanum tuberosum),,,,,,http://dx.doi.org/10.1007/BF02851697,2025-11-25 00:24:25,8.0,True
1161,Furrow irrigation,"Malheur Experiment Station, Ontario, Oregon, USA","43˚58'48""N","117˚01'01""W",675 m,Owyhee silt loam,1.25 ha,2004-2004,Onion (Allium cepa),,,,,,http://dx.doi.org/10.1007/BF02851697,2025-11-25 00:24:25,8.0,True
1162,Furrow irrigation,"Malheur Experiment Station, Ontario, Oregon, USA","43˚58'04""N","117˚01'17""W",675 m,Greenleaf silt loam,0.6 ha,2003-2003,Onion (Allium cepa),,,,,,http://dx.doi.org/10.1007/BF02851697,2025-11-25 00:24:25,8.0,True
1163,Full irrigation (I100),"Médenine, Tunisia",33.8333,10.64,30 m,sandy soil,,2010,Solanum tuberosum L. cv. Spunta,,,22.72 t/ha,,4.89 kg/m3,http://dx.doi.org/10.1016/S0378-3774(02)00110-5,2025-11-25 00:26:16,9.0,True
1164,Deficit irrigation (I60),"Médenine, Tunisia",33.8333,10.64,30 m,sandy soil,,2010,Solanum tuberosum L. cv. Spunta,,,15.94 t/ha,,7.07 kg/m3,http://dx.doi.org/10.1016/S0378-3774(02)00110-5,2025-11-25 00:26:16,9.0,True
1165,Deficit irrigation (I30),"Médenine, Tunisia",33.8333,10.64,30 m,sandy soil,,2010,Solanum tuberosum L. cv. Spunta,,,9.24 t/ha,,9.16 kg/m3,http://dx.doi.org/10.1016/S0378-3774(02)00110-5,2025-11-25 00:26:16,9.0,True
1166,Full irrigation (I100),"Médenine, Tunisia",33.8333,10.64,30 m,sandy soil,,2011,Solanum tuberosum L. cv. Spunta,,,25.12 t/ha,,5.90 kg/m3,http://dx.doi.org/10.1016/S0378-3774(02)00110-5,2025-11-25 00:26:16,9.0,True
1167,Deficit irrigation (I60),"Médenine, Tunisia",33.8333,10.64,30 m,sandy soil,,2011,Solanum tuberosum L. cv. Spunta,,,19.70 t/ha,,8.14 kg/m3,http://dx.doi.org/10.1016/S0378-3774(02)00110-5,2025-11-25 00:26:16,9.0,True
1168,Deficit irrigation (I30),"Médenine, Tunisia",33.8333,10.64,30 m,sandy soil,,2011,Solanum tuberosum L. cv. Spunta,,,11.91 t/ha,,12.31 kg/m3,http://dx.doi.org/10.1016/S0378-3774(02)00110-5,2025-11-25 00:26:16,9.0,True
